Date,Time,PT Level,Flow_cfs,Curr_pacing,FlowVolume,Aliquot_Num
11/01/2020,00:10:00,2.49,1.70,0.00,1419.55,0
11/01/2020,00:15:00,2.49,1.70,0.00,1419.55,0
11/01/2020,00:20:00,2.49,1.70,0.00,1419.55,0
11/01/2020,00:25:00,2.51,1.73,0.00,1419.55,0
11/01/2020,00:30:00,2.51,1.73,0.00,1419.55,0
11/01/2020,00:35:00,2.52,1.74,0.00,1419.55,0
11/01/2020,00:40:00,2.53,1.75,0.00,1419.55,0
11/01/2020,00:45:00,2.50,1.71,0.00,1419.55,0
11/01/2020,00:50:00,2.53,1.75,0.00,1419.55,0
11/01/2020,00:55:00,2.51,1.73,0.00,1419.55,0
11/01/2020,01:00:00,2.54,1.76,0.00,1419.55,0
11/01/2020,01:05:00,2.54,1.76,0.00,1419.55,0
11/01/2020,01:10:00,2.52,1.74,0.00,1419.55,0
11/01/2020,01:15:00,2.55,1.77,0.00,1419.55,0
11/01/2020,01:20:00,2.55,1.77,0.00,1419.55,0
11/01/2020,01:25:00,2.54,1.76,0.00,1419.55,0
11/01/2020,01:30:00,2.55,1.77,0.00,1419.55,0
11/01/2020,01:35:00,2.56,1.79,0.00,1419.55,0
11/01/2020,01:40:00,2.55,1.77,0.00,1419.55,0
11/01/2020,01:45:00,2.57,1.80,0.00,1419.55,0
11/01/2020,01:50:00,2.57,1.80,0.00,1419.55,0
11/01/2020,01:55:00,2.58,1.81,0.00,1419.55,0
11/01/2020,02:00:00,2.58,1.81,0.00,1419.55,0
11/01/2020,02:05:00,2.60,1.83,0.00,1419.55,0
11/01/2020,02:10:00,2.58,1.81,0.00,1419.55,0
11/01/2020,02:15:00,2.60,1.83,0.00,1419.55,0
11/01/2020,02:20:00,2.63,1.87,0.00,1419.55,0
11/01/2020,02:25:00,2.62,1.86,0.00,1419.55,0
11/01/2020,02:30:00,2.65,1.89,0.00,1419.55,0
11/01/2020,02:35:00,2.64,1.88,0.00,1419.55,0
11/01/2020,02:40:00,2.66,1.90,0.00,1419.55,0
11/01/2020,02:45:00,2.65,1.89,0.00,1419.55,0
11/01/2020,02:50:00,2.65,1.89,0.00,1419.55,0
11/01/2020,02:55:00,2.66,1.90,0.00,1419.55,0
11/01/2020,03:00:00,2.67,1.92,0.00,1419.55,0
11/01/2020,03:05:00,2.68,1.93,0.00,1419.55,0
11/01/2020,03:10:00,2.67,1.92,0.00,1419.55,0
11/01/2020,03:15:00,2.68,1.93,0.00,1419.55,0
11/01/2020,03:20:00,2.69,1.94,0.00,1419.55,0
11/01/2020,03:25:00,2.71,1.96,0.00,1419.55,0
11/01/2020,03:30:00,2.72,1.98,0.00,1419.55,0
11/01/2020,03:35:00,2.74,2.00,0.00,1419.55,0
11/01/2020,03:40:00,2.76,2.03,0.00,1419.55,0
11/01/2020,03:45:00,2.74,2.00,0.00,1419.55,0
11/01/2020,03:50:00,2.78,2.06,0.00,1419.55,0
11/01/2020,03:55:00,2.78,2.06,0.00,1419.55,0
11/01/2020,04:00:00,2.79,2.07,0.00,1419.55,0
11/01/2020,04:05:00,2.80,2.08,0.00,1419.55,0
11/01/2020,04:10:00,2.81,2.10,0.00,1419.55,0
11/01/2020,04:15:00,2.82,2.11,0.00,1419.55,0
11/01/2020,04:20:00,2.84,2.14,0.00,1419.55,0
11/01/2020,04:25:00,2.85,2.15,0.00,1419.55,0
11/01/2020,04:30:00,2.86,2.17,0.00,1419.55,0
11/01/2020,04:35:00,2.86,2.17,0.00,1419.55,0
11/01/2020,04:40:00,2.89,2.21,0.00,1419.55,0
11/01/2020,04:45:00,2.87,2.18,0.00,1419.55,0
11/01/2020,04:50:00,2.89,2.21,0.00,1419.55,0
11/01/2020,04:55:00,2.90,2.22,0.00,1419.55,0
11/01/2020,05:00:00,2.89,2.21,0.00,1419.55,0
11/01/2020,05:05:00,2.93,2.27,0.00,1419.55,0
11/01/2020,05:10:00,2.90,2.22,0.00,1419.55,0
11/01/2020,05:15:00,2.92,2.25,0.00,1419.55,0
11/01/2020,05:20:00,2.93,2.27,0.00,1419.55,0
11/01/2020,05:25:00,2.95,2.30,0.00,1419.55,0
11/01/2020,05:30:00,2.95,2.30,0.00,1419.55,0
11/01/2020,05:35:00,2.95,2.30,0.00,1419.55,0
11/01/2020,05:40:00,2.93,2.27,0.00,1419.55,0
11/01/2020,05:45:00,2.97,2.33,0.00,1419.55,0
11/01/2020,05:50:00,2.97,2.33,0.00,1419.55,0
11/01/2020,05:55:00,2.97,2.33,0.00,1419.55,0
11/01/2020,06:00:00,2.97,2.33,0.00,1419.55,0
11/01/2020,06:05:00,2.99,2.37,0.00,1419.55,0
11/01/2020,06:10:00,3.02,2.42,0.00,1419.55,0
11/01/2020,06:15:00,3.00,2.38,0.00,1419.55,0
11/01/2020,06:20:00,2.98,2.35,0.00,1419.55,0
11/01/2020,06:25:00,3.00,2.38,0.00,1419.55,0
11/01/2020,06:30:00,3.03,2.43,0.00,1419.55,0
11/01/2020,06:35:00,3.02,2.42,0.00,1419.55,0
11/01/2020,06:40:00,3.03,2.43,0.00,1419.55,0
11/01/2020,06:45:00,3.04,2.45,0.00,1419.55,0
11/01/2020,06:50:00,3.04,2.45,0.00,1419.55,0
11/01/2020,06:55:00,3.04,2.45,0.00,1419.55,0
11/01/2020,07:00:00,3.07,2.50,0.00,1419.55,0
11/01/2020,07:05:00,3.05,2.47,0.00,1419.55,0
11/01/2020,07:10:00,3.04,2.45,0.00,1419.55,0
11/01/2020,07:15:00,3.07,2.50,0.00,1419.55,0
11/01/2020,07:20:00,3.07,2.50,0.00,1419.55,0
11/01/2020,07:25:00,3.07,2.50,0.00,1419.55,0
11/01/2020,07:30:00,3.07,2.50,0.00,1419.55,0
11/01/2020,07:35:00,3.07,2.50,0.00,1419.55,0
11/01/2020,07:40:00,3.08,2.52,0.00,1419.55,0
11/01/2020,07:45:00,3.09,2.54,0.00,1419.55,0
11/01/2020,07:50:00,3.05,2.47,0.00,1419.55,0
11/01/2020,07:55:00,3.07,2.50,0.00,1419.55,0
11/01/2020,08:00:00,3.06,2.48,0.00,1419.55,0
11/01/2020,08:05:00,3.09,2.54,0.00,1419.55,0
11/01/2020,08:10:00,3.09,2.54,0.00,1419.55,0
11/01/2020,08:15:00,3.07,2.50,0.00,1419.55,0
11/01/2020,08:20:00,3.08,2.52,0.00,1419.55,0
11/01/2020,08:25:00,3.10,2.55,0.00,1419.55,0
11/01/2020,08:30:00,3.10,2.55,0.00,1419.55,0
11/01/2020,08:35:00,3.10,2.55,0.00,1419.55,0
11/01/2020,08:40:00,3.12,2.59,0.00,1419.55,0
11/01/2020,08:45:00,3.12,2.59,0.00,1419.55,0
11/01/2020,08:50:00,3.10,2.55,0.00,1419.55,0
11/01/2020,08:55:00,3.10,2.55,0.00,1419.55,0
11/01/2020,09:00:00,3.11,2.57,0.00,1419.55,0
11/01/2020,09:05:00,3.12,2.59,0.00,1419.55,0
11/01/2020,09:10:00,3.13,2.61,0.00,1419.55,0
11/01/2020,09:15:00,3.12,2.59,0.00,1419.55,0
11/01/2020,09:20:00,3.11,2.57,0.00,1419.55,0
11/01/2020,09:25:00,3.13,2.61,0.00,1419.55,0
11/01/2020,09:30:00,3.13,2.61,0.00,1419.55,0
11/01/2020,09:35:00,3.12,2.59,0.00,1419.55,0
11/01/2020,09:40:00,3.13,2.61,0.00,1419.55,0
11/01/2020,09:45:00,3.13,2.61,0.00,1419.55,0
11/01/2020,09:50:00,3.12,2.59,0.00,1419.55,0
11/01/2020,09:55:00,3.12,2.59,0.00,1419.55,0
11/01/2020,10:00:00,3.11,2.57,0.00,1419.55,0
11/01/2020,10:05:00,3.12,2.59,0.00,1419.55,0
11/01/2020,10:10:00,3.11,2.57,0.00,1419.55,0
11/01/2020,10:15:00,3.12,2.59,0.00,1419.55,0
11/01/2020,10:20:00,3.12,2.59,0.00,1419.55,0
11/01/2020,10:25:00,3.09,2.54,0.00,1419.55,0
11/01/2020,10:30:00,3.11,2.57,0.00,1419.55,0
11/01/2020,10:35:00,3.09,2.54,0.00,1419.55,0
11/01/2020,10:40:00,3.09,2.54,0.00,1419.55,0
11/01/2020,10:45:00,3.15,2.64,0.00,1419.55,0
11/01/2020,10:50:00,3.10,2.55,0.00,1419.55,0
11/01/2020,10:55:00,3.07,2.50,0.00,1419.55,0
11/01/2020,11:00:00,3.04,2.45,0.00,1419.55,0
11/01/2020,11:05:00,3.04,2.45,0.00,1419.55,0
11/01/2020,11:10:00,3.03,2.43,0.00,1419.55,0
11/01/2020,11:15:00,3.00,2.38,0.00,1419.55,0
11/01/2020,11:20:00,3.00,2.38,0.00,1419.55,0
11/01/2020,11:25:00,2.97,2.33,0.00,1419.55,0
11/01/2020,11:30:00,2.97,2.33,0.00,1419.55,0
11/01/2020,11:35:00,2.95,2.30,0.00,1419.55,0
11/01/2020,11:40:00,2.96,2.32,0.00,1419.55,0
11/01/2020,11:45:00,2.94,2.28,0.00,1419.55,0
11/01/2020,11:50:00,2.91,2.24,0.00,1419.55,0
11/01/2020,11:55:00,2.92,2.25,0.00,1419.55,0
11/01/2020,12:00:00,2.89,2.21,0.00,1419.55,0
11/01/2020,12:05:00,2.89,2.21,0.00,1419.55,0
11/01/2020,12:10:00,2.87,2.18,0.00,1419.55,0
11/01/2020,12:15:00,2.89,2.21,0.00,1419.55,0
11/01/2020,12:20:00,2.86,2.17,0.00,1419.55,0
11/01/2020,12:25:00,2.86,2.17,0.00,1419.55,0
11/01/2020,12:30:00,2.83,2.13,0.00,1419.55,0
11/01/2020,12:35:00,2.81,2.10,0.00,1419.55,0
11/01/2020,12:40:00,2.79,2.07,0.00,1419.55,0
11/01/2020,12:45:00,2.78,2.06,0.00,1419.55,0
11/01/2020,12:50:00,2.75,2.01,0.00,1419.55,0
11/01/2020,12:55:00,2.73,1.99,0.00,1419.55,0
11/01/2020,13:00:00,2.72,1.98,0.00,1419.55,0
11/01/2020,13:05:00,2.72,1.98,0.00,1419.55,0
11/01/2020,13:10:00,2.69,1.94,0.00,1419.55,0
11/01/2020,13:15:00,2.69,1.94,0.00,1419.55,0
11/01/2020,13:20:00,2.69,1.94,0.00,1419.55,0
11/01/2020,13:25:00,2.67,1.92,0.00,1419.55,0
11/01/2020,13:30:00,2.66,1.90,0.00,1419.55,0
11/01/2020,13:35:00,2.64,1.88,0.00,1419.55,0
11/01/2020,13:40:00,2.62,1.86,0.00,1419.55,0
11/01/2020,13:45:00,2.62,1.86,0.00,1419.55,0
11/01/2020,13:50:00,2.60,1.83,0.00,1419.55,0
11/01/2020,13:55:00,2.57,1.80,0.00,1419.55,0
11/01/2020,14:00:00,2.57,1.80,0.00,1419.55,0
11/01/2020,14:05:00,2.55,1.77,0.00,1419.55,0
11/01/2020,14:10:00,2.52,1.74,0.00,1419.55,0
11/01/2020,14:15:00,2.52,1.74,0.00,1419.55,0
11/01/2020,14:20:00,2.49,1.70,0.00,1419.55,0
11/01/2020,14:25:00,2.48,1.69,0.00,1419.55,0
11/01/2020,14:30:00,2.48,1.69,0.00,1419.55,0
11/01/2020,14:35:00,2.45,1.65,0.00,1419.55,0
11/01/2020,14:40:00,2.45,1.65,0.00,1419.55,0
11/01/2020,14:45:00,2.42,1.61,0.00,1419.55,0
11/01/2020,14:50:00,2.40,1.59,0.00,1419.55,0
11/01/2020,14:55:00,2.43,1.63,0.00,1419.55,0
11/01/2020,15:00:00,2.38,1.56,0.00,1419.55,0
11/01/2020,15:05:00,2.37,1.55,0.00,1419.55,0
11/01/2020,15:10:00,2.34,1.51,0.00,1419.55,0
11/01/2020,15:15:00,2.34,1.51,0.00,1419.55,0
11/01/2020,15:20:00,2.33,1.50,0.00,1419.55,0
11/01/2020,15:25:00,2.31,1.48,0.00,1419.55,0
11/01/2020,15:30:00,2.31,1.48,0.00,1419.55,0
11/01/2020,15:35:00,2.28,1.45,0.00,1419.55,0
11/01/2020,15:40:00,2.27,1.43,0.00,1419.55,0
11/01/2020,15:45:00,2.25,1.41,0.00,1419.55,0
11/01/2020,15:50:00,2.26,1.42,0.00,1419.55,0
11/01/2020,15:55:00,2.24,1.40,0.00,1419.55,0
11/01/2020,16:00:00,2.24,1.40,0.00,1419.55,0
11/01/2020,16:05:00,2.22,1.38,0.00,1419.55,0
11/01/2020,16:10:00,2.19,1.35,0.00,1419.55,0
11/01/2020,16:15:00,2.17,1.33,0.00,1419.55,0
11/01/2020,16:20:00,2.19,1.35,0.00,1419.55,0
11/01/2020,16:25:00,2.16,1.32,0.00,1419.55,0
11/01/2020,16:30:00,2.16,1.32,0.00,1419.55,0
11/01/2020,16:35:00,2.17,1.33,0.00,1419.55,0
11/01/2020,16:40:00,2.16,1.32,0.00,1419.55,0
11/01/2020,16:45:00,2.14,1.29,0.00,1419.55,0
11/01/2020,16:50:00,2.13,1.28,0.00,1419.55,0
11/01/2020,16:55:00,2.13,1.28,0.00,1419.55,0
11/01/2020,17:00:00,2.11,1.26,0.00,1419.55,0
11/01/2020,17:05:00,2.12,1.27,0.00,1419.55,0
11/01/2020,17:10:00,2.10,1.25,0.00,1419.55,0
11/01/2020,17:15:00,2.07,1.22,0.00,1419.55,0
11/01/2020,17:20:00,2.08,1.23,0.00,1419.55,0
11/01/2020,17:25:00,2.07,1.22,0.00,1419.55,0
11/01/2020,17:30:00,2.07,1.22,0.00,1419.55,0
11/01/2020,17:35:00,2.07,1.22,0.00,1419.55,0
11/01/2020,17:40:00,2.05,1.20,0.00,1419.55,0
11/01/2020,17:45:00,2.07,1.22,0.00,1419.55,0
11/01/2020,17:50:00,2.04,1.18,0.00,1419.55,0
11/01/2020,17:55:00,2.02,1.16,0.00,1419.55,0
11/01/2020,18:00:00,2.02,1.16,0.00,1419.55,0
11/01/2020,18:05:00,2.04,1.18,0.00,1419.55,0
11/01/2020,18:10:00,2.02,1.16,0.00,1419.55,0
11/01/2020,18:15:00,2.00,1.14,0.00,1419.55,0
11/01/2020,18:20:00,1.99,1.13,0.00,1419.55,0
11/01/2020,18:25:00,1.99,1.13,0.00,1419.55,0
11/01/2020,18:30:00,2.01,1.15,0.00,1419.55,0
11/01/2020,18:35:00,2.00,1.14,0.00,1419.55,0
11/01/2020,18:40:00,1.99,1.13,0.00,1419.55,0
11/01/2020,18:45:00,1.98,1.12,0.00,1419.55,0
11/01/2020,18:50:00,1.95,1.09,0.00,1419.55,0
11/01/2020,18:55:00,1.96,1.10,0.00,1419.55,0
11/01/2020,19:00:00,1.98,1.12,0.00,1419.55,0
11/01/2020,19:05:00,1.96,1.10,0.00,1419.55,0
11/01/2020,19:10:00,1.98,1.12,0.00,1419.55,0
11/01/2020,19:15:00,1.98,1.12,0.00,1419.55,0
11/01/2020,19:20:00,1.96,1.10,0.00,1419.55,0
11/01/2020,19:25:00,1.96,1.10,0.00,1419.55,0
11/01/2020,19:30:00,1.98,1.12,0.00,1419.55,0
11/01/2020,19:35:00,1.96,1.10,0.00,1419.55,0
11/01/2020,19:40:00,1.96,1.10,0.00,1419.55,0
11/01/2020,19:45:00,1.94,1.08,0.00,1419.55,0
11/01/2020,19:50:00,1.96,1.10,0.00,1419.55,0
11/01/2020,19:55:00,1.97,1.11,0.00,1419.55,0
11/01/2020,20:00:00,1.98,1.12,0.00,1419.55,0
11/01/2020,20:05:00,1.97,1.11,0.00,1419.55,0
11/01/2020,20:10:00,1.96,1.10,0.00,1419.55,0
11/01/2020,20:15:00,1.98,1.12,0.00,1419.55,0
11/01/2020,20:20:00,1.98,1.12,0.00,1419.55,0
11/01/2020,20:25:00,1.97,1.11,0.00,1419.55,0
11/01/2020,20:30:00,2.00,1.14,0.00,1419.55,0
11/01/2020,20:35:00,2.00,1.14,0.00,1419.55,0
11/01/2020,20:40:00,2.02,1.16,0.00,1419.55,0
11/01/2020,20:45:00,2.02,1.16,0.00,1419.55,0
11/01/2020,20:50:00,2.02,1.16,0.00,1419.55,0
11/01/2020,20:55:00,2.03,1.17,0.00,1419.55,0
11/01/2020,21:00:00,2.06,1.21,0.00,1419.55,0
11/01/2020,21:05:00,2.05,1.20,0.00,1419.55,0
11/01/2020,21:10:00,2.07,1.22,0.00,1419.55,0
11/01/2020,21:15:00,2.07,1.22,0.00,1419.55,0
11/01/2020,21:20:00,2.11,1.26,0.00,1419.55,0
11/01/2020,21:25:00,2.10,1.25,0.00,1419.55,0
11/01/2020,21:30:00,2.11,1.26,0.00,1419.55,0
11/01/2020,21:35:00,2.12,1.27,0.00,1419.55,0
11/01/2020,21:40:00,2.13,1.28,0.00,1419.55,0
11/01/2020,21:45:00,2.11,1.26,0.00,1419.55,0
11/01/2020,21:50:00,2.14,1.29,0.00,1419.55,0
11/01/2020,21:55:00,2.14,1.29,0.00,1419.55,0
11/01/2020,22:00:00,2.16,1.32,0.00,1419.55,0
11/01/2020,22:05:00,2.16,1.32,0.00,1419.55,0
11/01/2020,22:10:00,2.16,1.32,0.00,1419.55,0
11/01/2020,22:15:00,2.17,1.33,0.00,1419.55,0
11/01/2020,22:20:00,2.19,1.35,0.00,1419.55,0
11/01/2020,22:25:00,2.18,1.34,0.00,1419.55,0
11/01/2020,22:30:00,2.20,1.36,0.00,1419.55,0
11/01/2020,22:35:00,2.19,1.35,0.00,1419.55,0
11/01/2020,22:40:00,2.20,1.36,0.00,1419.55,0
11/01/2020,22:45:00,2.20,1.36,0.00,1419.55,0
11/01/2020,22:50:00,2.24,1.40,0.00,1419.55,0
11/01/2020,22:55:00,2.23,1.39,0.00,1419.55,0
11/01/2020,23:00:00,2.21,1.37,0.00,1419.55,0
11/01/2020,23:05:00,2.21,1.37,0.00,1419.55,0
11/01/2020,23:10:00,2.23,1.39,0.00,1419.55,0
11/01/2020,23:15:00,2.25,1.41,0.00,1419.55,0
11/01/2020,23:20:00,2.25,1.41,0.00,1419.55,0
11/01/2020,23:25:00,2.24,1.40,0.00,1419.55,0
11/01/2020,23:30:00,2.25,1.41,0.00,1419.55,0
11/01/2020,23:35:00,2.26,1.42,0.00,1419.55,0
11/01/2020,23:40:00,2.25,1.41,0.00,1419.55,0
11/01/2020,23:45:00,2.26,1.42,0.00,1419.55,0
11/01/2020,23:50:00,2.28,1.45,0.00,1419.55,0
11/01/2020,23:55:00,2.27,1.43,0.00,1419.55,0
11/02/2020,00:00:00,2.28,1.45,0.00,1419.55,0
11/02/2020,00:05:00,2.28,1.45,0.00,1419.55,0
11/02/2020,00:10:00,2.28,1.45,0.00,1419.55,0
11/02/2020,00:15:00,2.29,1.46,0.00,1419.55,0
11/02/2020,00:20:00,2.28,1.45,0.00,1419.55,0
11/02/2020,00:25:00,2.28,1.45,0.00,1419.55,0
11/02/2020,00:30:00,2.31,1.48,0.00,1419.55,0
11/02/2020,00:35:00,2.28,1.45,0.00,1419.55,0
11/02/2020,00:40:00,2.31,1.48,0.00,1419.55,0
11/02/2020,00:45:00,2.30,1.47,0.00,1419.55,0
11/02/2020,00:50:00,2.29,1.46,0.00,1419.55,0
11/02/2020,00:55:00,2.31,1.48,0.00,1419.55,0
11/02/2020,01:00:00,2.31,1.48,0.00,1419.55,0
11/02/2020,01:05:00,2.31,1.48,0.00,1419.55,0
11/02/2020,01:10:00,2.30,1.47,0.00,1419.55,0
11/02/2020,01:15:00,2.32,1.49,0.00,1419.55,0
11/02/2020,01:20:00,2.32,1.49,0.00,1419.55,0
11/02/2020,01:25:00,2.32,1.49,0.00,1419.55,0
11/02/2020,01:30:00,2.32,1.49,0.00,1419.55,0
11/02/2020,01:35:00,2.34,1.51,0.00,1419.55,0
11/02/2020,01:40:00,2.33,1.50,0.00,1419.55,0
11/02/2020,01:45:00,2.34,1.51,0.00,1419.55,0
11/02/2020,01:50:00,2.35,1.53,0.00,1419.55,0
11/02/2020,01:55:00,2.34,1.51,0.00,1419.55,0
11/02/2020,02:00:00,2.35,1.53,0.00,1419.55,0
11/02/2020,02:05:00,2.34,1.51,0.00,1419.55,0
11/02/2020,02:10:00,2.37,1.55,0.00,1419.55,0
11/02/2020,02:15:00,2.37,1.55,0.00,1419.55,0
11/02/2020,02:20:00,2.36,1.54,0.00,1419.55,0
11/02/2020,02:25:00,2.38,1.56,0.00,1419.55,0
11/02/2020,02:30:00,2.38,1.56,0.00,1419.55,0
11/02/2020,02:35:00,2.37,1.55,0.00,1419.55,0
11/02/2020,02:40:00,2.39,1.58,0.00,1419.55,0
11/02/2020,02:45:00,2.38,1.56,0.00,1419.55,0
11/02/2020,02:50:00,2.40,1.59,0.00,1419.55,0
11/02/2020,02:55:00,2.40,1.59,0.00,1419.55,0
11/02/2020,03:00:00,2.37,1.55,0.00,1419.55,0
11/02/2020,03:05:00,2.39,1.58,0.00,1419.55,0
11/02/2020,03:10:00,2.40,1.59,0.00,1419.55,0
11/02/2020,03:15:00,2.40,1.59,0.00,1419.55,0
11/02/2020,03:20:00,2.42,1.61,0.00,1419.55,0
11/02/2020,03:25:00,2.42,1.61,0.00,1419.55,0
11/02/2020,03:30:00,2.41,1.60,0.00,1419.55,0
11/02/2020,03:35:00,2.43,1.63,0.00,1419.55,0
11/02/2020,03:40:00,2.42,1.61,0.00,1419.55,0
11/02/2020,03:45:00,2.42,1.61,0.00,1419.55,0
11/02/2020,03:50:00,2.42,1.61,0.00,1419.55,0
11/02/2020,03:55:00,2.45,1.65,0.00,1419.55,0
11/02/2020,04:00:00,2.44,1.64,0.00,1419.55,0
11/02/2020,04:05:00,2.45,1.65,0.00,1419.55,0
11/02/2020,04:10:00,2.45,1.65,0.00,1419.55,0
11/02/2020,04:15:00,2.45,1.65,0.00,1419.55,0
11/02/2020,04:20:00,2.44,1.64,0.00,1419.55,0
11/02/2020,04:25:00,2.48,1.69,0.00,1419.55,0
11/02/2020,04:30:00,2.49,1.70,0.00,1419.55,0
11/02/2020,04:35:00,2.48,1.69,0.00,1419.55,0
11/02/2020,04:40:00,2.49,1.70,0.00,1419.55,0
11/02/2020,04:45:00,2.50,1.71,0.00,1419.55,0
11/02/2020,04:50:00,2.52,1.74,0.00,1419.55,0
11/02/2020,04:55:00,2.55,1.77,0.00,1419.55,0
11/02/2020,05:00:00,2.58,1.81,0.00,1419.55,0
11/02/2020,05:05:00,2.58,1.81,0.00,1419.55,0
11/02/2020,05:10:00,2.64,1.88,0.00,1419.55,0
11/02/2020,05:15:00,2.66,1.90,0.00,1419.55,0
11/02/2020,05:20:00,2.66,1.90,0.00,1419.55,0
11/02/2020,05:25:00,2.68,1.93,0.00,1419.55,0
11/02/2020,05:30:00,2.69,1.94,0.00,1419.55,0
11/02/2020,05:35:00,2.74,2.00,0.00,1419.55,0
11/02/2020,05:40:00,2.77,2.04,0.00,1419.55,0
11/02/2020,05:45:00,2.79,2.07,0.00,1419.55,0
11/02/2020,05:50:00,2.81,2.10,0.00,1419.55,0
11/02/2020,05:55:00,2.87,2.18,0.00,1419.55,0
11/02/2020,06:00:00,2.88,2.19,0.00,1419.55,0
11/02/2020,06:05:00,2.92,2.25,0.00,1419.55,0
11/02/2020,06:10:00,2.93,2.27,0.00,1419.55,0
11/02/2020,06:15:00,2.95,2.30,0.00,1419.55,0
11/02/2020,06:20:00,2.95,2.30,0.00,1419.55,0
11/02/2020,06:25:00,2.98,2.35,0.00,1419.55,0
11/02/2020,06:30:00,2.98,2.35,0.00,1419.55,0
11/02/2020,06:35:00,2.97,2.33,0.00,1419.55,0
11/02/2020,06:40:00,2.97,2.33,0.00,1419.55,0
11/02/2020,06:45:00,2.98,2.35,0.00,1419.55,0
11/02/2020,06:50:00,2.97,2.33,0.00,1419.55,0
11/02/2020,06:55:00,2.95,2.30,0.00,1419.55,0
11/02/2020,07:00:00,2.97,2.33,0.00,1419.55,0
11/02/2020,07:05:00,2.96,2.32,0.00,1419.55,0
11/02/2020,07:10:00,2.96,2.32,0.00,1419.55,0
11/02/2020,07:15:00,2.98,2.35,0.00,1419.55,0
11/02/2020,07:20:00,3.00,2.38,0.00,1419.55,0
11/02/2020,07:25:00,2.98,2.35,0.00,1419.55,0
11/02/2020,07:30:00,2.99,2.37,0.00,1419.55,0
11/02/2020,07:35:00,3.02,2.42,0.00,1419.55,0
11/02/2020,07:40:00,3.03,2.43,0.00,1419.55,0
11/02/2020,07:45:00,3.05,2.47,0.00,1419.55,0
11/02/2020,07:50:00,3.06,2.48,0.00,1419.55,0
11/02/2020,07:55:00,3.06,2.48,0.00,1419.55,0
11/02/2020,08:00:00,3.07,2.50,0.00,1419.55,0
11/02/2020,08:05:00,3.07,2.50,0.00,1419.55,0
11/02/2020,08:10:00,3.07,2.50,0.00,1419.55,0
11/02/2020,08:15:00,3.06,2.48,0.00,1419.55,0
11/02/2020,08:20:00,3.06,2.48,0.00,1419.55,0
11/02/2020,08:25:00,3.07,2.50,0.00,1419.55,0
11/02/2020,08:30:00,3.07,2.50,0.00,1419.55,0
11/02/2020,08:35:00,3.08,2.52,0.00,1419.55,0
11/02/2020,08:40:00,3.07,2.50,0.00,1419.55,0
11/02/2020,08:45:00,3.07,2.50,0.00,1419.55,0
11/02/2020,08:50:00,3.09,2.54,0.00,1419.55,0
11/02/2020,08:55:00,3.09,2.54,0.00,1419.55,0
11/02/2020,09:00:00,3.10,2.55,0.00,1419.55,0
11/02/2020,09:05:00,3.07,2.50,0.00,1419.55,0
11/02/2020,09:10:00,3.07,2.50,0.00,1419.55,0
11/02/2020,09:15:00,3.09,2.54,0.00,1419.55,0
11/02/2020,09:20:00,3.09,2.54,0.00,1419.55,0
11/02/2020,09:25:00,3.09,2.54,0.00,1419.55,0
11/02/2020,09:30:00,3.11,2.57,0.00,1419.55,0
11/02/2020,09:35:00,3.12,2.59,0.00,1419.55,0
11/02/2020,09:40:00,3.13,2.61,0.00,1419.55,0
11/02/2020,09:45:00,3.11,2.57,0.00,1419.55,0
11/02/2020,09:50:00,3.10,2.55,0.00,1419.55,0
11/02/2020,09:55:00,3.09,2.54,0.00,1419.55,0
11/02/2020,10:00:00,3.10,2.55,0.00,1419.55,0
11/02/2020,10:05:00,3.10,2.55,0.00,1419.55,0
11/02/2020,10:10:00,3.10,2.55,0.00,1419.55,0
11/02/2020,10:15:00,3.09,2.54,0.00,1419.55,0
11/02/2020,10:20:00,3.07,2.50,0.00,1419.55,0
11/02/2020,10:25:00,3.07,2.50,0.00,1419.55,0
11/02/2020,10:30:00,3.04,2.45,0.00,1419.55,0
11/02/2020,10:35:00,3.04,2.45,0.00,1419.55,0
11/02/2020,10:40:00,3.05,2.47,0.00,1419.55,0
11/02/2020,10:45:00,3.04,2.45,0.00,1419.55,0
11/02/2020,10:50:00,3.02,2.42,0.00,1419.55,0
11/02/2020,10:55:00,3.01,2.40,0.00,1419.55,0
11/02/2020,11:00:00,2.98,2.35,0.00,1419.55,0
11/02/2020,11:05:00,3.00,2.38,0.00,1419.55,0
11/02/2020,11:10:00,2.96,2.32,0.00,1419.55,0
11/02/2020,11:15:00,2.95,2.30,0.00,1419.55,0
11/02/2020,11:20:00,2.94,2.28,0.00,1419.55,0
11/02/2020,11:25:00,2.94,2.28,0.00,1419.55,0
11/02/2020,11:30:00,2.94,2.28,0.00,1419.55,0
11/02/2020,11:35:00,2.91,2.24,0.00,1419.55,0
11/02/2020,11:40:00,2.90,2.22,0.00,1419.55,0
11/02/2020,11:45:00,2.87,2.18,0.00,1419.55,0
11/02/2020,11:50:00,2.86,2.17,0.00,1419.55,0
11/02/2020,11:55:00,2.85,2.15,0.00,1419.55,0
11/02/2020,12:00:00,2.84,2.14,0.00,1419.55,0
11/02/2020,12:05:00,2.82,2.11,0.00,1419.55,0
11/02/2020,12:10:00,2.78,2.06,0.00,1419.55,0
11/02/2020,12:15:00,2.80,2.08,0.00,1419.55,0
11/02/2020,12:20:00,2.79,2.07,0.00,1419.55,0
11/02/2020,12:25:00,2.75,2.01,0.00,1419.55,0
